season,player,salary,real_value,difference,games,status,player_hh
2022-23,Isaiah Livers,1563518.0,1955727.0,392209.0,52.0,U,Isaiah Livers
2022-23,Miles McBride,1563518.0,1532859.0,-30659.0,72.0,O,Miles McBride
2022-23,Dalano Banton,1563518.0,1452214.0,-111304.0,31.0,O,Dalano Banton
2022-23,JT Thor,1563518.0,1287823.0,-275695.0,69.0,O,JT Thor
2022-23,BJ Boston,1563518.0,1231985.0,-331533.0,23.0,O,BJ Boston
2022-23,Daishen Nix,1563518.0,1082002.0,-481516.0,57.0,O,Daishen Nix
2022-23,Jason Preston,1563518.0,598308.0,-965210.0,15.0,O,Jason Preston
2022-23,Greg Brown,1563518.0,438326.0,-1125192.0,16.0,O,Greg Brown
2022-23,Vit Krejci,1563518.0,361517.0,-1202001.0,29.0,O,Vit Krejci
2022-23,Marko Simonovic,1563518.0,245102.0,-1318416.0,7.0,O,Marko Simonovic
2022-23,Isaiah Todd,1575000.0,245102.0,-1329898.0,6.0,O,Isaiah Todd
2023-24,Julian Phillips,1600000.0,393522.0,-1206478.0,40.0,O,Julian Phillips
2022-23,Sam Hauser,1637966.0,4354759.0,2716793.0,95.0,U,Sam Hauser
2022-23,Kessler Edwards,1637966.0,841570.0,-796396.0,42.0,O,Kessler Edwards
2022-23,Jericho Sims,1639842.0,2567546.0,927704.0,52.0,U,Jericho Sims
2022-23,Jared Butler,1674655.0,1444947.0,-229708.0,6.0,O,Jared Butler
2024-25,,1682008.0,-15292.0,-1697300.0,7.0,O,Landry Shamet
2022-23,Terry Taylor,1703902.0,847873.0,-856029.0,31.0,O,Terry Taylor
2023-24,Jalen Pickett,1708143.0,270809.0,-1437334.0,30.0,O,Jalen Pickett
2022-23,Leandro Bolmaro,1709300.0,245102.0,-1464198.0,14.0,O,Leandro Bolmaro
2023-24,Jabari Walker,1719864.0,5198689.0,3478825.0,72.0,U,Jabari Walker
2023-24,Jaden Hardy,1719864.0,3852779.0,2132915.0,92.0,U,Jaden Hardy
2023-24,Max Christie,1719864.0,1828209.0,108345.0,68.0,U,Max Christie
2023-24,Bryce McGowens,1719864.0,1526498.0,-193366.0,59.0,O,Bryce McGowens
2023-24,Josh Minott,1719864.0,363823.0,-1356041.0,37.0,O,Josh Minott
2022-23,Haywood Highsmith,1752638.0,2200180.0,447542.0,71.0,U,Haywood Highsmith
2022-23,Omer Yurtseven,1752638.0,717775.0,-1034863.0,17.0,O,Omer Yurtseven
2022-23,Tre Jones,1782621.0,9613699.0,7831078.0,68.0,U,Tre Jones
2022-23,KJ MArtin,1782621.0,9104862.0,7322241.0,82.0,U,KJ MArtin
2022-23,Xavier Tillman,1782621.0,7101699.0,5319078.0,67.0,U,Xavier Tillman
2022-23,Naji Marshall,1782621.0,6276859.0,4494238.0,78.0,U,Naji Marshall
2022-23,Nick Richards,1782621.0,5795957.0,4013336.0,65.0,U,Nick Richards
2022-23,Paul Reed,1782621.0,4184042.0,2401421.0,80.0,U,Paul Reed
2022-23,Lamar Stevens,1782621.0,2908848.0,1126227.0,64.0,U,Lamar Stevens
2022-23,Herb Jones,1785000.0,7328248.0,5543248.0,67.0,U,Herb Jones
2023-24,Leonard Miller,1800000.0,231085.0,-1568915.0,20.0,O,Leonard Miller
2024-25,,1800000.0,-15292.0,-1815292.0,7.0,O,Justin Champagnie
2023-24,Orlando Robinson,1801769.0,773377.0,-1028392.0,38.0,O,Orlando Robinson
2023-24,Dru Smith,1801769.0,265098.0,-1536671.0,9.0,O,Dru Smith
2023-24,EJ Liddell,1801769.0,5121.0,-1796648.0,9.0,O,EJ Liddell
2024-25,,1808080.0,-15292.0,-1823372.0,7.0,O,Pacome Dadiet
2023-24,Jared Butler,1809782.0,1248756.0,-561026.0,40.0,O,Jared Butler
2022-23,Max Strus,1815677.0,9045821.0,7230144.0,105.0,U,Max Strus
2022-23,Gabe Vincent,1815677.0,6839175.0,5023498.0,92.0,U,Gabe Vincent
2022-23,Javonte Green,1815677.0,2411330.0,595653.0,32.0,U,Javonte Green
2022-23,Isaiah Joe,1836090.0,5449032.0,3612942.0,75.0,U,Isaiah Joe
2022-23,Anthony Gill,1836090.0,1372878.0,-463212.0,59.0,O,Anthony Gill
2022-23,Nathan Knight,1836090.0,1323073.0,-513017.0,42.0,O,Nathan Knight
2022-23,Justin Jackson,1836090.0,265879.0,-1570211.0,23.0,O,Justin Jackson
2022-23,Ryan Arcidiacono,1836090.0,245102.0,-1590988.0,20.0,O,Ryan Arcidiacono
2023-24,Aaron Wiggins,1836096.0,6597365.0,4761269.0,88.0,U,Aaron Wiggins
2023-24,Miles McBride,1836096.0,6261110.0,4425014.0,81.0,U,Miles McBride
2023-24,Jose Alvarado,1836096.0,4073278.0,2237182.0,62.0,U,Jose Alvarado
2023-24,JT Thor,1836096.0,1174373.0,-661723.0,63.0,O,JT Thor
2023-24,BJ Boston,1836096.0,648402.0,-1187694.0,35.0,O,BJ Boston
2023-24,Isaiah Livers,1836096.0,288015.0,-1548081.0,23.0,O,Isaiah Livers
2022-23,Oshae Brissett,1846738.0,3160848.0,1314110.0,65.0,U,Oshae Brissett
2024-25,,1850842.0,-15292.0,-1866134.0,7.0,O,Johnny Furphy
2024-25,,1862265.0,-15292.0,-1877557.0,7.0,O,Jamal Shead
2024-25,,1862265.0,-15292.0,-1877557.0,7.0,O,Jonathan Mogbo
2022-23,Moritz Wagner,1878720.0,6301964.0,4423244.0,57.0,U,Moritz Wagner
2022-23,Keita Bates-Diop,1878720.0,4838513.0,2959793.0,67.0,U,Keita Bates-Diop
2022-23,Wenyen Gabriel,1878720.0,3160848.0,1282128.0,79.0,U,Wenyen Gabriel
2022-23,Thanasis Antetokounmpo,1878720.0,366933.0,-1511787.0,39.0,O,Thanasis Antetokounmpo
2022-23,Vernon Carey,1882621.0,245102.0,-1637519.0,11.0,O,Vernon Carey
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Toumani Camara
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Trayce Jackson-Davis
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Jalen Wilson
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Ricky Council IV
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Julian Phillips
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Gui Santos
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Andre Jackson
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Mouhamed Gueye
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Craig Porter
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Jalen Pickett
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,GG Jackson
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Hunter Tyson
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Jordan Walsh
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Rayan Rupert
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Maxwell Lewis
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Leonard Miller
2024-25,,1891857.0,-15292.0,-1907149.0,7.0,O,Chris Livingston
2023-24,Ryan Rollins,1893589.0,197504.0,-1696085.0,13.0,O,Ryan Rollins
2023-24,AJ Green,1901769.0,1479124.0,-422645.0,61.0,O,AJ Green
2022-23,Davon Reed,1902133.0,760611.0,-1141522.0,43.0,O,Davon Reed
2022-23,KZ Okpala,1902133.0,443894.0,-1458239.0,35.0,O,KZ Okpala
2023-24,Haywood Highsmith,1902137.0,4378588.0,2476451.0,73.0,U,Haywood Highsmith
2022-23,Chimezie Metu,1910860.0,2991972.0,1081112.0,69.0,U,Chimezie Metu
2023-24,Sam Hauser,1927896.0,9880777.0,7952881.0,98.0,U,Sam Hauser
2023-24,Jericho Sims,1927896.0,1226315.0,-701581.0,50.0,O,Jericho Sims
2023-24,Kessler Edwards,1927896.0,490580.0,-1437316.0,55.0,O,Kessler Edwards
2022-23,Daniel Gafford,1930681.0,8767741.0,6837060.0,78.0,U,Daniel Gafford
2022-23,Terance Mann,1930681.0,7261291.0,5330610.0,86.0,U,Terance Mann
2022-23,Naz Reid,1930681.0,7181300.0,5250619.0,68.0,U,Naz Reid
2022-23,Jaylen Nowell,1930681.0,5238277.0,3307596.0,71.0,U,Jaylen Nowell
2022-23,Jalen McDaniels,1930681.0,5168805.0,3238124.0,88.0,U,Jalen McDaniels
2022-23,Dean Wade,1930681.0,2541266.0,610585.0,46.0,U,Dean Wade
2023-24,Naji Marshall,1930681.0,5585796.0,3655115.0,71.0,U,Naji Marshall
2023-24,Xavier Tillman,1930681.0,2861401.0,930720.0,62.0,U,Xavier Tillman
2023-24,KJ Martin,1930681.0,1416633.0,-514048.0,60.0,O,KJ Martin
2023-24,Duop Reath,1951220.0,3841881.0,1890661.0,68.0,U,Duop Reath
2022-23,Thomas Bryant,1968175.0,7735668.0,5767493.0,60.0,U,Thomas Bryant
2022-23,Drew Eubanks,1968175.0,6176871.0,4208696.0,78.0,U,Drew Eubanks
2022-23,Josh Okogie,1968175.0,5425442.0,3457267.0,82.0,U,Josh Okogie
2022-23,Troy Brown,1968175.0,4152342.0,2184167.0,89.0,U,Troy Brown
2022-23,Edmond Sumner,1968175.0,3198853.0,1230678.0,54.0,U,Edmond Sumner
2022-23,Yuta Watanabe,1968175.0,3170333.0,1202158.0,59.0,U,Yuta Watanabe
2022-23,Aaron Holiday,1968175.0,1821527.0,-146648.0,64.0,O,Aaron Holiday
2022-23,Theo Pinson,1968175.0,810215.0,-1157960.0,40.0,O,Theo Pinson
2024-25,,1988598.0,-15292.0,-2003890.0,7.0,O,Jose Alvarado
2023-24,GG Jackson,1991428.0,4006623.0,2015195.0,48.0,U,GG Jackson
2023-24,Isaiah Joe,1997238.0,6720258.0,4723020.0,88.0,U,Isaiah Joe
2023-24,Sam Merrill,1997238.0,4332804.0,2335566.0,71.0,U,Sam Merrill
2023-24,Anthony Gill,1997238.0,793507.0,-1203731.0,50.0,O,Anthony Gill
2022-23,Shake Milton,1997718.0,6390174.0,4392456.0,82.0,U,Shake Milton
2022-23,Kenrich Williams,2000000.0,5603425.0,3603425.0,53.0,U,Kenrich Williams
2022-23,Jaylin Williams,2000000.0,3381738.0,1381738.0,51.0,U,Jaylin Williams
2022-23,Jeremiah Robinson-Earl,2000000.0,2799380.0,799380.0,44.0,U,Jeremiah Robinson-Earl
2022-23,Garrison Mathews,2000000.0,1466779.0,-533221.0,54.0,O,Garrison Mathews
2022-23,Caleb Houstan,2000000.0,1055295.0,-944705.0,51.0,O,Caleb Houstan
2023-24,Jaylin Williams,2000000.0,3647765.0,1647765.0,79.0,U,Jaylin Williams
2023-24,Garrison Mathews,2000000.0,1895611.0,-104389.0,67.0,O,Garrison Mathews
2023-24,Caleb Houstan,2000000.0,1432184.0,-567816.0,62.0,O,Caleb Houstan
2024-25,,2019699.0,-15292.0,-2034991.0,7.0,O,Andrew Nembhard
2024-25,,2019699.0,-15292.0,-2034991.0,7.0,O,Jaylin Williams
2024-25,,2019699.0,-15292.0,-2034991.0,7.0,O,Jaden Hardy
2024-25,,2019699.0,-15292.0,-2034991.0,7.0,O,Jabari Walker
2024-25,,2019699.0,-15292.0,-2034991.0,7.0,O,Caleb Houstan
2024-25,,2019699.0,-15292.0,-2034991.0,7.0,O,Josh Minott
2023-24,Dalano Banton,2019706.0,3149187.0,1129481.0,54.0,U,Dalano Banton
2023-24,Trendon Watford,2019706.0,2929939.0,910233.0,63.0,U,Trendon Watford
2023-24,Sandro Mamukelashvili,2019706.0,1286398.0,-733308.0,46.0,O,Sandro Mamukelashvili
2023-24,Colby Jones,2019706.0,334425.0,-1685281.0,31.0,O,Colby Jones
2023-24,Terry Taylor,2019706.0,305328.0,-1714378.0,31.0,O,Terry Taylor
2022-23,Frank Ntilikina,2036318.0,835277.0,-1201041.0,47.0,O,Frank Ntilikina
2022-23,Tony Bradley,2036318.0,356112.0,-1680206.0,12.0,O,Tony Bradley
2024-25,,2048780.0,-15292.0,-2064072.0,7.0,O,Duop Reath
2023-24,Matt Ryan,2059782.0,609838.0,-1449944.0,29.0,O,Matt Ryan
2023-24,Goga Bitadze,2066585.0,3984501.0,1917916.0,64.0,U,Goga Bitadze
2023-24,Luka Samanic,2066585.0,693940.0,-1372645.0,43.0,O,Luka Samanic
2024-25,,2087519.0,-15292.0,-2102811.0,7.0,O,Scotty Pippen Jr
2024-25,,2087519.0,-15292.0,-2102811.0,7.0,O,Guerschon Yabusele
2024-25,,2087519.0,-15292.0,-2102811.0,7.0,O,Tyler Kolek
2024-25,,2088033.0,-15292.0,-2103325.0,7.0,O,Jay Huff
2024-25,,2092344.0,-15292.0,-2107636.0,7.0,O,Sam Hauser
2024-25,,2092344.0,-15292.0,-2107636.0,7.0,O,Jericho Sims
2022-23,Santiago Aldama,2094120.0,7708204.0,5614084.0,83.0,U,Santiago Aldama
2022-23,Day'Ron Sharpe,2109480.0,2664737.0,555257.0,50.0,U,Day'Ron Sharpe
2024-25,,2120691.0,-15292.0,-2135983.0,7.0,O,Colby Jones
2024-25,,2120693.0,-15292.0,-2135985.0,7.0,O,Keon Ellis
2024-25,,2120693.0,-15292.0,-2135985.0,7.0,O,AJ Green
2024-25,,2120693.0,-15292.0,-2135985.0,7.0,O,Vince Williams Jr
2022-23,Jaden Springer,2125200.0,847873.0,-1277327.0,20.0,O,Jaden Springer
2022-23,Desmond Bane,2130240.0,19858024.0,17727784.0,64.0,U,Desmond Bane
2023-24,Andrew Nembhard,2131905.0,9864534.0,7732629.0,85.0,U,Andrew Nembhard
2022-23,Dennis Smith,2133278.0,4872259.0,2738981.0,54.0,U,Dennis Smith
2022-23,Damion Lee,2133278.0,4269054.0,2135776.0,82.0,U,Damion Lee
2022-23,Luke Kornet,2133278.0,3372015.0,1238737.0,77.0,U,Luke Kornet
2022-23,Juan Toscano-Anderson,2133278.0,1015560.0,-1117718.0,52.0,O,Juan Toscano-Anderson
2022-23,Cam Thomas,2138160.0,4333268.0,2195108.0,59.0,U,Cam Thomas
2023-24,Kevin Knox,2144320.0,780075.0,-1364245.0,31.0,O,Kevin Knox
2022-23,Malachi Flynn,2145720.0,1481388.0,-664332.0,53.0,O,Malachi Flynn
2022-23,Jordan McLaughlin,2160000.0,2241869.0,81869.0,47.0,U,Jordan McLaughlin
2022-23,Jaden McDaniels,2161440.0,9387670.0,7226230.0,79.0,U,Jaden McDaniels
2024-25,,2162606.0,-15292.0,-2177898.0,7.0,O,Keon Johnson
2024-25,,2162606.0,-15292.0,-2177898.0,7.0,O,Neemias Queta
2024-25,,2162606.0,-15292.0,-2177898.0,7.0,O,Vit Krejci
2024-25,,2162606.0,-15292.0,-2177898.0,7.0,O,Sandro Mamukelashvili
2024-25,,2162606.0,-15292.0,-2177898.0,7.0,O,Charles Bassey
2024-25,,2162606.0,-15292.0,-2177898.0,7.0,O,Luka Garza
2024-25,,2164993.0,-15292.0,-2180285.0,7.0,O,Sam Merrill
2023-24,Jaxson Hayes,2165000.0,2949630.0,784630.0,76.0,U,Jaxson Hayes
2023-24,Oshae Brissett,2165000.0,2490338.0,325338.0,65.0,U,Oshae Brissett
2023-24,Bol Bol,2165000.0,1828209.0,-336791.0,46.0,O,Bol Bol
2023-24,Cameron Reddish,2165000.0,1819838.0,-345162.0,49.0,O,Cam Reddish
2023-24,Moses Brown,2165000.0,447738.0,-1717262.0,22.0,O,Moses Brown
2022-23,Udoka Azubuike,2174880.0,1637393.0,-537487.0,36.0,O,Udoka Azubuike
2022-23,Peyton Watson,2193960.0,1401576.0,-792384.0,28.0,O,Peyton Watson
2023-24,Santi Aldama,2194200.0,5397042.0,3202842.0,61.0,U,Santiago Aldama
2024-25,,2196970.0,-15292.0,-2212262.0,7.0,O,Dalano Banton
2024-25,,2196970.0,-15292.0,-2212262.0,7.0,O,Jeremiah Robinson-Earl
2024-25,,2196970.0,-15292.0,-2212262.0,7.0,O,Lindy Waters III
2022-23,Bol Bol,2200000.0,5460844.0,3260844.0,70.0,U,Bol Bol
2022-23,Bones Hyland,2201520.0,6289406.0,4087886.0,61.0,U,Bones Hyland
2023-24,Jordan Goodwin,2208045.0,3129014.0,920969.0,57.0,U,Jordan Goodwin
2022-23,TyTy Washington,2210040.0,860512.0,-1349528.0,31.0,O,TyTy Washington
2023-24,Day'Ron Sharpe,2210040.0,4482308.0,2272268.0,61.0,U,Day'Ron Sharpe
2022-23,Patrick Baldwin,2226000.0,810215.0,-1415785.0,34.0,O,Patrick Baldwin
2023-24,Jaden Springer,2226240.0,1123022.0,-1103218.0,53.0,O,Jaden Springer
2024-25,,2230253.0,-15292.0,-2245545.0,7.0,O,Garrison Mathews
2023-24,Vince Williams Jr,2232308.0,4645588.0,2413280.0,52.0,U,Vince Williams Jr
2022-23,Vlatko Cancar,2234359.0,3160848.0,926489.0,65.0,U,Vlatko Cancar
2024-25,,2237691.0,-15292.0,-2252983.0,7.0,O,Kevin Porter
2024-25,,2237691.0,-15292.0,-2252983.0,7.0,O,Anthony Gill
2024-25,,2237691.0,-15292.0,-2252983.0,7.0,O,Xavier Tillman
2022-23,Payton Pritchard,2239200.0,2326058.0,86858.0,58.0,U,Payton Pritchard
2022-23,Nikola Jovic,2239920.0,816465.0,-1423455.0,22.0,O,Nikola Jovic
2023-24,Cam Thomas,2240160.0,12363345.0,10123185.0,66.0,U,Cam Thomas
2022-23,Andrew Nembhard,2244111.0,5735493.0,3491382.0,75.0,U,Andrew Nembhard
2022-23,Saben Lee,2266640.0,2334537.0,67897.0,25.0,U,Saben Lee
2022-23,Quentin Grimes,2277000.0,8110674.0,5833674.0,80.0,U,Quentin Grimes
2022-23,Rodney McGruder,2298385.0,1525474.0,-772911.0,32.0,O,Rodney McGruder
2022-23,Damian Jones,2298385.0,1218134.0,-1080251.0,41.0,O,Damian Jones
2022-23,Juan Hernangomez,2298385.0,1142726.0,-1155659.0,42.0,O,Juan Hernangomez
2022-23,Bryn Forbes,2298385.0,569117.0,-1729268.0,25.0,O,Bryn Forbes
2022-23,John Konchar,2300000.0,4036938.0,1736938.0,77.0,U,John Konchar
2023-24,Peyton Watson,2303520.0,6076093.0,3772573.0,90.0,U,Peyton Watson
2023-24,Bones Hyland,2306400.0,1339603.0,-966797.0,40.0,O,Bones Hyland
2022-23,Wendell Moore,2306520.0,356112.0,-1950408.0,31.0,O,Wendell Moore
2023-24,Harry Giles,2306554.0,253712.0,-2052842.0,23.0,O,Harry Giles
2022-23,Immanuel Quickley,2316240.0,14572090.0,12255850.0,89.0,U,Immanuel Quickley
2022-23,Lindy Waters III,2316876.0,1690455.0,-626421.0,43.0,O,Lindy Waters III
2022-23,Isaiah Roby,2330681.0,1061956.0,-1268725.0,42.0,O,Isaiah Roby
2023-24,Patrick Baldwin,2337720.0,707059.0,-1630661.0,38.0,O,Patrick Baldwin
2023-24,Drew Eubanks,2346614.0,4355672.0,2009058.0,78.0,U,Drew Eubanks
2023-24,Aaron Holiday,2346614.0,3509995.0,1163381.0,78.0,U,Aaron Holiday
2023-24,Lonnie Walker IV,2346614.0,3179535.0,832921.0,58.0,U,Lonnie Walker
2023-24,Mo Bamba,2346614.0,2128777.0,-217837.0,57.0,O,Mo Bamba
2023-24,Keita Bates-Diop,2346614.0,1526498.0,-820116.0,53.0,O,Keita Bates-Diop
2023-24,Sviatoslav Mykhailiuk,2346614.0,1115734.0,-1230880.0,49.0,O,Sviatoslav Mykhailiuk
2023-24,Yuta Watanabe,2346614.0,441666.0,-1904948.0,34.0,O,Yuta Watanabe
2023-24,Thanasis Antetokounmpo,2346614.0,158875.0,-2187739.0,35.0,O,Thanasis Antetokounmpo
2023-24,Nikola Jovic,2352000.0,3468013.0,1116013.0,53.0,U,Nikola Jovic
2022-23,Josh Christopher,2372160.0,1790405.0,-581755.0,64.0,O,Josh Christopher
2022-23,Blake Wesley,2385480.0,898690.0,-1486790.0,37.0,O,Blake Wesley
2023-24,Quentin Grimes,2385720.0,2379848.0,-5872.0,51.0,O,Quentin Grimes
2023-24,John Konchar,2400000.0,2334322.0,-65678.0,55.0,O,John Konchar
2022-23,Theo Maledon,2408891.0,2936459.0,527568.0,44.0,U,Theo Maledon
2023-24,Luke Kornet,2413304.0,6341125.0,3927821.0,76.0,U,Luke Kornet
2023-24,Kobe Brown,2413356.0,484424.0,-1928932.0,47.0,O,Kobe Brown
2024-25,,2413560.0,-15292.0,-2428852.0,7.0,O,Peyton Watson
2023-24,Jordan McLaughlin,2420000.0,2208449.0,-211551.0,62.0,O,Jordan McLaughlin
2023-24,Wendell Moore,2421720.0,158875.0,-2262845.0,31.0,O,Wendell Moore
2023-24,Tristan Vukcevic,2424892.0,328582.0,-2096310.0,10.0,O,Tristan Vukcevic
2024-25,,2425403.0,-15292.0,-2440695.0,7.0,O,Talen Horton-Tucker
2024-25,,2425403.0,-15292.0,-2440695.0,7.0,O,Bol Bol
2024-25,,2425403.0,-15292.0,-2440695.0,7.0,O,Jordan McLaughlin
2024-25,,2425403.0,-15292.0,-2440695.0,7.0,O,Vlatko Cancar
2024-25,,2425404.0,-15292.0,-2440696.0,7.0,O,DaQuan Jeffries
2023-24,Julian Strawther,2431044.0,1309128.0,-1121916.0,53.0,O,Julian Strawther
2023-24,Ty Jerome,2439025.0,15400.0,-2423625.0,2.0,O,Ty Jerome
2022-23,Willy Hernangomez,2443581.0,3538776.0,1095195.0,38.0,U,Willy Hernangomez
2023-24,Brice Sensabaugh,2448600.0,895783.0,-1552817.0,32.0,O,Brice Sensabaugh
2022-23,Montrezl Harrell,2463490.0,3548683.0,1085193.0,59.0,U,Montrezl Harrell
2022-23,Raul Neto,2463490.0,1790405.0,-673085.0,50.0,O,Raul Neto
2022-23,Frank Kaminsky,2463490.0,879552.0,-1583938.0,36.0,O,Frank Kaminsky
2023-24,Nick Smith,2463912.0,986612.0,-1477300.0,51.0,O,Nick Smith
2024-25,,2463946.0,-15292.0,-2479238.0,7.0,O,Jaxson Hayes
2024-25,,2464200.0,-15292.0,-2479492.0,7.0,O,Nikola Jovic
2022-23,Usman Garuba,2471160.0,1987758.0,-483402.0,75.0,O,Usman Garuba
2022-23,MarJon Beauchamp,2485200.0,1540256.0,-944944.0,54.0,O,MarJon Beauchamp
2023-24,Lamar Stevens,2492354.0,1712110.0,-780244.0,38.0,O,Lamar Stevens
2024-25,,2494320.0,-15292.0,-2509612.0,7.0,O,Baylor Scheierman
2023-24,Blake Wesley,2504640.0,1895611.0,-609029.0,61.0,O,Blake Wesley
2024-25,,2512680.0,-15292.0,-2527972.0,7.0,O,Isaiah Collier
2023-24,Dennis Smith,2528233.0,3159291.0,631058.0,56.0,U,Dennis Smith
2023-24,Torrey Craig,2528233.0,2334322.0,-193911.0,55.0,O,Torrey Craig
2023-24,Thomas Bryant,2528233.0,1963782.0,-564451.0,41.0,O,Thomas Bryant
2023-24,Ryan Arcidiacono,2528233.0,0.0,-2528233.0,20.0,O,Ryan Arcidiacono
2023-24,Frank Ntilikina,2528233.0,0.0,-2528233.0,5.0,O,Frank Ntilikina
2024-25,,2530800.0,-15292.0,-2546092.0,7.0,O,Ryan Dunn
2024-25,,2533920.0,-15292.0,-2549212.0,7.0,O,Kobe Brown
2023-24,Ben Sheppard,2537172.0,2226287.0,-310885.0,75.0,O,Ben Sheppard
2024-25,,2546640.0,-15292.0,-2561932.0,7.0,O,Terrence Shannon
2023-24,Jeremiah Robinson-Earl,2548843.0,726828.0,-1822015.0,40.0,O,Jeremiah Robinson-Earl
2024-25,,2552520.0,-15292.0,-2567812.0,7.0,O,Julian Strawther
2024-25,,2560975.0,-15292.0,-2576267.0,7.0,O,Ty Jerome
2024-25,,2571480.0,-15292.0,-2586772.0,7.0,O,Brice Sensabaugh
2022-23,Isaiah Jackson,2573760.0,4397871.0,1824111.0,63.0,U,Isaiah Jackson
2023-24,Bruno Fernando,2581522.0,2172919.0,-408603.0,46.0,O,Bruno Fernando
2023-24,Kris Dunn,2586484.0,3499481.0,912997.0,66.0,U,Kris Dunn
2023-24,Kenneth Lofton,2586618.0,565396.0,-2021222.0,21.0,O,Kenneth Lofton
2023-24,Damian Jones,2586665.0,753355.0,-1833310.0,41.0,O,Damian Jones
2024-25,,2587200.0,-15292.0,-2602492.0,7.0,O,Nick Smith
2022-23,David Roddy,2588640.0,3198853.0,610213.0,76.0,U,David Roddy
2023-24,Charles Bassey,2600000.0,393522.0,-2206478.0,19.0,O,Charles Bassey
2023-24,MarJon Beauchamp,2609400.0,1233783.0,-1375617.0,51.0,O,MarJon Beauchamp
2024-25,,2613120.0,-15292.0,-2628412.0,7.0,O,Gary Trent Jr
2022-23,Zeke Nnaji,2617800.0,2927244.0,309444.0,58.0,U,Zeke Nnaji
2024-25,,2620232.0,-15292.0,-2635524.0,7.0,O,Jae Crowder
2024-25,,2622360.0,-15292.0,-2637652.0,7.0,O,Dillon Jones
2023-24,Marcus Sasser,2624028.0,3179535.0,555507.0,71.0,U,Marcus Sasser
2024-25,,2624280.0,-15292.0,-2639572.0,7.0,O,Blake Wesley
2022-23,Trey Lyles,2625000.0,5401895.0,2776895.0,81.0,U,Trey Lyles
2022-23,TJ Warren,2628597.0,3381738.0,753141.0,48.0,U,TJ Warren
2022-23,Matthew Dellavedova,2628597.0,557517.0,-2071080.0,32.0,O,Matthew Dellavedova
2022-23,Dennis Schroeder,2641682.0,9507916.0,6866234.0,83.0,U,Dennis Schroeder
2024-25,,2663880.0,-15292.0,-2679172.0,7.0,O,Ben Sheppard
2022-23,Charles Bassey,2674742.0,2754229.0,79487.0,35.0,U,Charles Bassey
2022-23,Keon Johnson,2681040.0,1015560.0,-1665480.0,40.0,O,Keon Johnson
2023-24,Isaiah Jackson,2696280.0,5064109.0,2367829.0,76.0,U,Isaiah Jackson
2022-23,Walker Kessler,2696400.0,11641518.0,8945118.0,74.0,U,Walker Kessler
2023-24,Chimezie Metu,2697258.0,2343403.0,-353855.0,51.0,O,Chimezie Metu
2023-24,Derrick Jones Jr,2709849.0,9767332.0,7057483.0,98.0,U,Derrick Jones
2023-24,Malik Beasley,2709849.0,9020903.0,6311054.0,85.0,U,Malik Beasley
2023-24,Dario Saric,2709849.0,4493893.0,1784044.0,64.0,U,Dario Saric
2023-24,Christian Wood,2709849.0,2546233.0,-163616.0,50.0,O,Christian Wood
2022-23,Bruno Fernando,2717391.0,1569949.0,-1147442.0,39.0,O,Bruno Fernando
2023-24,David Roddy,2718240.0,2137582.0,-580658.0,67.0,O,David Roddy
2024-25,,2726603.0,-15292.0,-2741895.0,7.0,O,Trendon Watford
2022-23,Tyrese Maxey,2726880.0,20478596.0,17751716.0,71.0,U,Tyrese Maxey
2023-24,Olivier-Maxence Prosper,2733720.0,713637.0,-2020083.0,43.0,O,Olivier-Maxence Prosper
2024-25,,2755080.0,-15292.0,-2770372.0,7.0,O,Marcus Sasser
2022-23,Jalen Johnson,2792640.0,3861163.0,1068523.0,77.0,U,Jalen Johnson
2024-25,,2795294.0,-15292.0,-2810586.0,7.0,O,AJ Johnson
2022-23,Jordan Nwora,2800000.0,4333268.0,1533268.0,62.0,U,Jordan Nwora
2023-24,Omer Yurtseven,2800000.0,1309128.0,-1490872.0,48.0,O,Omer Yurtseven
2024-25,,2800834.0,-15292.0,-2816126.0,7.0,O,Luke Kornet
2024-25,,2800834.0,-15292.0,-2816126.0,7.0,O,Thomas Bryant
2024-25,,2800834.0,-15292.0,-2816126.0,7.0,O,Monte Morris
2024-25,,2800834.0,-15292.0,-2816126.0,7.0,O,Damion Lee
2022-23,Christian Braun,2808600.0,3391471.0,582871.0,95.0,U,Christian Braun
2023-24,Josh Okogie,2815937.0,2841926.0,25989.0,64.0,U,Josh Okogie
